invoice_id,station_id,vendor,invoice_amount,invoice_date,status
IN008796,ST098,Johnson-Payne,1944.16,3/1/2025,OVERDUE
IN008797,ST063,"Morris, Jimenez and Walls",860.31,5/24/2025,PAID
IN008798,ST023,Rogers Group,4480.32,7/19/2025,PAID
IN008799,ST035,Shields Ltd,827.71,3/25/2025,OVERDUE
IN008800,ST073,Fritz Inc,2594.61,7/3/2025,OVERDUE
IN008801,ST004,Pope LLC,1310.92,12/28/2024,OVERDUE
IN008802,ST033,Gonzalez-Smith,4009.44,8/11/2025,PAID
IN008803,ST083,"Warner, Barker and Robinson",1850.18,10/30/2024,PAID
IN008804,ST073,Fuller-Fisher,3211.78,7/28/2025,PENDING
IN008805,ST072,Gonzalez-Allen,4574.99,12/3/2024,PENDING
IN008806,ST018,Craig-Camacho,1655.04,10/18/2025,PAID
IN008807,ST090,Warner PLC,1564.67,3/19/2025,PAID
IN008808,ST020,Phillips-Burke,2620.39,11/29/2024,PAID
IN008809,ST018,Underwood-Molina,2748.69,7/9/2025,OVERDUE
IN008810,ST039,"Arroyo, Payne and Walker",1215.98,5/28/2025,PENDING
IN008811,ST093,Sanchez and Sons,920.77,5/19/2025,PAID
IN008812,ST079,"Davila, Gardner and Martinez",3646.55,8/21/2025,OVERDUE
IN008813,ST093,Barber-Chen,785.59,6/19/2025,PAID
IN008814,ST055,"Cox, Alvarado and Reed",1150.55,2/6/2025,PENDING
IN008815,ST046,"Rodriguez, Carter and Gray",734.09,2/15/2025,PAID
IN008816,ST015,Yang PLC,1935.66,2/2/2025,PAID
IN008817,ST048,House Inc,2721.22,1/2/2025,OVERDUE
IN008818,ST090,Simmons Ltd,2586.21,10/4/2025,PENDING
IN008819,ST088,Roberts-Bryant,1017.76,2/7/2025,OVERDUE
IN008820,ST058,Schultz PLC,1955.33,9/21/2025,OVERDUE
IN008821,ST005,"Lee, Arnold and Stevens",1451.47,8/21/2025,PENDING
IN008822,ST001,Garrett Group,618.23,9/5/2025,PAID
IN008823,ST061,Bennett and Sons,2292.93,12/8/2024,OVERDUE
IN008824,ST037,"Martinez, Olson and Williams",800.18,3/17/2025,OVERDUE
IN008825,ST100,"Johnson, Hawkins and Nguyen",4241.77,7/17/2025,PENDING
IN008826,ST006,Williams-Wilcox,4175.72,5/12/2025,PAID
IN008827,ST084,Stevenson-Sanders,2500.89,7/17/2025,PENDING
IN008828,ST030,Singh-Murphy,4841.74,1/12/2025,OVERDUE
IN008829,ST069,Becker-Haynes,4073.24,3/14/2025,PENDING
IN008830,ST093,"Ruiz, Ramirez and Spencer",3077.16,6/25/2025,PENDING
IN008831,ST069,"Stevens, Brown and Boyd",2501.38,7/2/2025,OVERDUE
IN008832,ST035,Rogers-Huffman,537.64,8/22/2025,PAID
IN008833,ST041,Ramsey-Gillespie,4898.76,1/21/2025,PAID
IN008834,ST009,"Owens, Cortez and Henderson",4206.4,10/8/2025,PAID
IN008835,ST041,Baker-Murillo,4826.63,1/10/2025,OVERDUE
IN008836,ST080,"Lewis, Church and Flynn",1255.62,7/17/2025,OVERDUE
IN008837,ST057,Melendez Ltd,1198.26,1/26/2025,OVERDUE
IN008838,ST072,"Hester, James and Flynn",4773.15,7/21/2025,PAID
IN008839,ST060,Johnston-Miles,2383.96,3/10/2025,OVERDUE
IN008840,ST092,"Smith, Cortez and Knight",2081.6,2/25/2025,PAID
IN008841,ST085,Baker-Johnson,3666.31,2/1/2025,OVERDUE
IN008842,ST003,Grant Inc,1785.28,8/20/2025,PAID
IN008843,ST064,York-Murphy,3247.37,4/24/2025,PAID
IN008844,ST076,Crosby Ltd,2607.05,6/20/2025,OVERDUE
IN008845,ST019,Middleton Ltd,4853.62,7/2/2025,PENDING
IN008846,ST071,"Jackson, Gonzalez and Clark",1250.99,8/25/2025,OVERDUE
IN008847,ST018,Burgess Ltd,2180.92,9/5/2025,OVERDUE
IN008848,ST032,Jones-Calderon,1031.49,8/4/2025,PENDING
IN008849,ST056,Larsen LLC,4469.42,1/28/2025,PENDING
IN008850,ST049,Vega and Sons,1343.01,6/3/2025,PENDING
IN008851,ST047,"Parker, Espinoza and Perez",1685.82,10/6/2025,PENDING
IN008852,ST001,Roberts Inc,4286.41,9/12/2025,PENDING
IN008853,ST098,Warner-Williams,2486.69,6/11/2025,PAID
IN008854,ST036,Simon-Rogers,1123.29,12/14/2024,OVERDUE
IN008855,ST057,"Miller, Hess and Meyers",3626.75,10/14/2025,PENDING
IN008856,ST072,"Blanchard, Fuentes and Lee",4043.07,8/9/2025,PAID
IN008857,ST081,"Smith, Mills and Greene",4447.0,4/11/2025,OVERDUE
IN008858,ST017,"Pittman, Palmer and Morrison",2533.52,9/2/2025,PAID
IN008859,ST082,King-King,4605.15,2/2/2025,PENDING
IN008860,ST065,Reyes-Esparza,3276.0,7/26/2025,PENDING
IN008861,ST038,Guerrero-Doyle,2289.41,10/20/2025,OVERDUE
IN008862,ST099,Benson PLC,2241.2,2/14/2025,PENDING
IN008863,ST042,White Group,1329.15,7/5/2025,PENDING
IN008864,ST073,Brown-Scott,4895.8,11/12/2024,OVERDUE
IN008865,ST100,"Little, Levy and Johnston",3702.72,5/27/2025,PENDING
IN008866,ST023,Sherman-Campbell,4982.65,6/3/2025,OVERDUE
IN008867,ST091,"Weber, Stanley and Johnson",2271.46,7/5/2025,PAID
IN008868,ST047,Wilson-Smith,1086.54,8/20/2025,PAID
IN008869,ST061,"Pena, Holt and Cook",721.21,3/27/2025,PAID
IN008870,ST058,White-Pierce,3536.21,7/18/2025,PENDING
IN008871,ST063,"Livingston, Hardy and Lee",4591.48,2/7/2025,PAID
IN008872,ST037,"Flores, Richards and Schmitt",4156.07,11/5/2024,OVERDUE
IN008873,ST091,"Schmidt, Sanchez and Sexton",1991.35,4/21/2025,OVERDUE
IN008874,ST034,Obrien-Wise,2608.4,5/8/2025,PAID
IN008875,ST057,Carr Ltd,3255.27,7/9/2025,OVERDUE
IN008876,ST033,Romero-Pierce,1509.28,2/17/2025,PAID
IN008877,ST016,"Harris, Burke and Clark",4500.02,9/2/2025,PENDING
IN008878,ST086,"Cook, Sparks and Smith",965.31,6/11/2025,PAID
IN008879,ST034,Johnson PLC,4855.88,10/21/2025,PAID
IN008880,ST099,Johnson and Sons,2245.37,9/5/2025,PENDING
IN008881,ST093,"Hernandez, Smith and Christian",2592.72,8/5/2025,PENDING
IN008882,ST062,"Patel, Rogers and Keller",3595.83,7/21/2025,PAID
IN008883,ST086,"Richards, Reyes and Brown",4378.13,8/6/2025,PAID
IN008884,ST079,Davis Group,4231.16,6/4/2025,OVERDUE
IN008885,ST049,Stokes-Wolf,1586.04,11/3/2024,PAID
IN008886,ST062,Lawson-Ford,810.94,9/12/2025,OVERDUE
IN008887,ST076,"Marsh, Mendez and Green",4566.65,5/7/2025,PAID
IN008888,ST005,York PLC,1969.74,4/7/2025,PENDING
IN008889,ST005,"Stein, Burch and Jordan",2622.71,3/19/2025,PAID
IN008890,ST006,Smith-Price,3001.06,1/22/2025,PENDING
IN008891,ST032,Chavez-Malone,4342.51,8/4/2025,PENDING
IN008892,ST067,"Alexander, Ferrell and Burgess",4861.7,10/24/2025,PAID
IN008893,ST074,Jones Ltd,1985.77,10/27/2025,PENDING
IN008894,ST001,Bennett-Lozano,1759.68,8/31/2025,PENDING
IN008895,ST011,"Byrd, Berger and Golden",1045.61,12/20/2024,PENDING
IN008896,ST098,"Ochoa, Edwards and Rosario",2181.47,10/23/2025,OVERDUE
IN008897,ST085,Mcdonald and Sons,650.32,9/22/2025,OVERDUE
IN008898,ST005,"Wheeler, Howe and Rose",2948.24,12/12/2024,OVERDUE
IN008899,ST011,Moore Inc,4109.05,8/6/2025,PENDING
IN008900,ST040,"Flowers, Johnson and Rivas",786.15,4/21/2025,PAID
IN008901,ST041,Berry Group,1495.21,7/28/2025,OVERDUE
IN008902,ST011,Caldwell and Sons,2069.43,2/25/2025,PAID
IN008903,ST009,Morris Inc,939.55,6/25/2025,PAID
IN008904,ST091,"Dillon, Williams and Ryan",2890.41,12/22/2024,PAID
IN008905,ST025,Walker PLC,1196.48,11/2/2024,OVERDUE
IN008906,ST056,Rangel-Anderson,2905.29,3/15/2025,PAID
IN008907,ST049,"Webb, Scott and Taylor",717.92,4/11/2025,OVERDUE
IN008908,ST051,"Spencer, Young and Gonzalez",2552.84,12/23/2024,PENDING
IN008909,ST005,Mcmahon Group,676.3,2/24/2025,PENDING
IN008910,ST059,Shepard-Murray,4164.98,8/21/2025,OVERDUE
IN008911,ST031,Miller LLC,3454.03,2/14/2025,OVERDUE
IN008912,ST029,"Kelly, Brown and Jones",4637.37,2/13/2025,PENDING
IN008913,ST072,Harvey-Ramirez,4704.25,1/20/2025,PAID
IN008914,ST098,"White, Henderson and Walker",4685.68,4/12/2025,PAID
IN008915,ST053,Rose LLC,4763.06,2/19/2025,PENDING
IN008916,ST010,Diaz-Miller,535.38,11/1/2024,PAID
IN008917,ST025,Ruiz and Sons,2473.5,11/5/2024,OVERDUE
IN008918,ST070,Williams-Fox,1739.57,3/23/2025,OVERDUE
IN008919,ST002,Alvarez-Brown,4832.85,9/24/2025,PAID
IN008920,ST060,Lee-Torres,3534.24,8/4/2025,OVERDUE
IN008921,ST029,"Johnson, Roman and Miller",537.95,10/18/2025,OVERDUE
IN008922,ST020,Kent LLC,3917.56,3/21/2025,PAID
IN008923,ST046,"Miller, Saunders and Allen",1387.83,4/8/2025,PAID
IN008924,ST065,Blanchard Ltd,660.97,6/12/2025,PENDING
IN008925,ST041,"Chaney, Stevens and Mckay",2446.15,5/8/2025,PENDING
IN008926,ST097,"Miller, Smith and Peterson",2261.92,7/14/2025,OVERDUE
IN008927,ST051,"Palmer, Ray and Barr",2749.93,3/17/2025,OVERDUE
IN008928,ST026,"Smith, Gray and Smith",2902.0,1/13/2025,PENDING
IN008929,ST028,"Weaver, Johnson and Rodriguez",3038.68,10/4/2025,OVERDUE
IN008930,ST091,Contreras LLC,2952.8,4/25/2025,OVERDUE
IN008931,ST016,"Brock, Martin and Lucas",4840.67,10/7/2025,PAID
IN008932,ST072,Lawson-Mays,3181.28,5/11/2025,OVERDUE
IN008933,ST088,Walter Inc,2136.63,4/13/2025,PAID
IN008934,ST062,Burch Group,4202.3,9/22/2025,PENDING
IN008935,ST018,"Garcia, Burns and Wong",4793.33,3/1/2025,PENDING
IN008936,ST096,"Banks, Rios and Miles",777.4,3/30/2025,OVERDUE
IN008937,ST010,"Cooke, Johnson and Martinez",3119.38,1/16/2025,PAID
IN008938,ST057,"Hawkins, Harris and Smith",4771.41,2/16/2025,PENDING
IN008939,ST076,Levine PLC,1051.82,5/2/2025,PAID
IN008940,ST016,"Mcpherson, Lee and Morrison",2482.98,11/24/2024,PAID
IN008941,ST014,"Melendez, Weaver and Brock",4493.36,12/20/2024,PENDING
IN008942,ST025,Nelson-Duran,3883.6,6/8/2025,OVERDUE
IN008943,ST075,"Vaughan, Hoover and Gregory",1603.72,7/19/2025,PAID
IN008944,ST089,"Brown, Pope and Barnes",3978.95,5/4/2025,PENDING
IN008945,ST044,Wright Group,3693.14,10/11/2025,PENDING
IN008946,ST086,Chavez-Chase,2811.19,6/11/2025,PAID
IN008947,ST044,"Ritter, Morales and Jenkins",4730.22,2/24/2025,PAID
IN008948,ST067,Lester PLC,2214.34,1/20/2025,PENDING
IN008949,ST075,Raymond Group,2187.91,6/19/2025,OVERDUE
IN008950,ST033,Chan-Ashley,2160.58,10/17/2025,PAID
IN008951,ST080,"George, Wong and Brown",3687.39,3/30/2025,PAID
IN008952,ST027,Carter Group,1528.53,12/7/2024,OVERDUE
IN008953,ST043,"Cox, Savage and Banks",790.28,9/11/2025,PAID
IN008954,ST039,"Boyd, Ashley and Brock",4885.97,1/13/2025,PAID
IN008955,ST018,Jackson-Contreras,811.01,11/16/2024,OVERDUE
IN008956,ST008,Mays Inc,4495.58,9/12/2025,PENDING
IN008957,ST011,Baker-Carroll,554.06,5/13/2025,PENDING
IN008958,ST012,"Barry, Mitchell and Davis",1327.88,3/16/2025,PENDING
IN008959,ST067,"Martin, Garner and Best",659.07,10/2/2025,PAID
IN008960,ST089,Cooper Ltd,2505.38,3/22/2025,PENDING
IN008961,ST088,"Price, Paul and Carlson",2027.94,4/12/2025,PAID
IN008962,ST030,Werner-Stephenson,4748.27,9/14/2025,PENDING
IN008963,ST095,Richmond LLC,3609.61,7/1/2025,PAID
IN008964,ST053,James Ltd,3197.16,1/9/2025,PENDING
IN008965,ST074,Hernandez Group,4834.59,6/17/2025,PAID
IN008966,ST045,Sandoval Ltd,4101.64,8/28/2025,PAID
IN008967,ST001,Cole Inc,1763.15,6/29/2025,PENDING
IN008968,ST051,Summers-Owens,850.58,3/13/2025,OVERDUE
IN008969,ST060,Hoffman-Jones,4255.64,5/21/2025,OVERDUE
IN008970,ST038,"Ayala, Thompson and Cooper",1154.85,12/21/2024,OVERDUE
IN008971,ST069,Brown Ltd,4379.61,7/29/2025,OVERDUE
IN008972,ST096,"Mcconnell, Estes and Hernandez",4487.43,2/11/2025,PENDING
IN008973,ST075,Thompson-Bell,3322.8,4/27/2025,PAID
IN008974,ST061,Beck PLC,4526.43,11/5/2024,OVERDUE
IN008975,ST066,Rodriguez and Sons,3981.57,1/23/2025,PENDING
IN008976,ST027,Leon LLC,4792.52,5/25/2025,OVERDUE
IN008977,ST094,Elliott-Ortega,3060.0,1/9/2025,OVERDUE
IN008978,ST050,"Patel, Gallegos and Hodge",1513.69,7/19/2025,OVERDUE
IN008979,ST024,Gallagher-Tucker,1278.39,11/30/2024,OVERDUE
IN008980,ST084,"Delgado, Norris and Paul",3315.28,5/14/2025,OVERDUE
IN008981,ST029,"Hill, Jordan and Fletcher",2371.72,11/2/2024,OVERDUE
IN008982,ST065,Young-Ward,3924.02,2/24/2025,PAID
IN008983,ST044,"Moore, Turner and Williams",2146.73,12/23/2024,PAID
IN008984,ST086,"Taylor, Peterson and Jordan",1960.36,4/29/2025,PAID
IN008985,ST084,"Mcfarland, Schmitt and Hunter",1258.37,8/14/2025,PENDING
IN008986,ST042,"Morrison, Rivas and Travis",1333.76,11/28/2024,PENDING
IN008987,ST025,Brown-Duran,1536.72,7/18/2025,PENDING
IN008988,ST049,Dunn-Hanson,2128.24,6/1/2025,PAID
IN008989,ST098,"Munoz, Carpenter and Rodriguez",3593.65,4/3/2025,OVERDUE
IN008990,ST033,"Stanley, Ward and Wilson",3080.9,3/24/2025,OVERDUE
IN008991,ST045,Peterson Ltd,3586.95,12/3/2024,OVERDUE
IN008992,ST003,Lopez Ltd,2774.27,1/20/2025,OVERDUE
IN008993,ST089,Bennett and Sons,3224.52,5/31/2025,PENDING
IN008994,ST088,Lynch and Sons,1699.82,11/16/2024,OVERDUE
IN008995,ST052,Robinson-Romero,4927.21,8/6/2025,PENDING
IN008996,ST020,Burgess and Sons,2898.56,2/27/2025,PENDING
IN008997,ST004,Cunningham-Singh,3248.83,6/12/2025,PENDING
IN008998,ST023,Braun Inc,996.22,5/26/2025,PAID
IN008999,ST054,Stephens PLC,4469.19,9/16/2025,PENDING
IN009000,ST080,"Bowman, Holland and Rogers",4824.13,12/25/2024,PAID
IN009001,ST083,"Graves, Waller and Tapia",1595.63,4/28/2025,OVERDUE
IN009002,ST006,Martinez-Shaw,3598.73,12/22/2024,PAID
IN009003,ST023,Thompson-Hood,4910.02,8/10/2025,PAID
IN009004,ST073,"Le, Washington and Gonzalez",1886.19,12/20/2024,PAID
IN009005,ST046,"Davis, Moore and White",4212.83,2/3/2025,OVERDUE
IN009006,ST080,"Jackson, Hawkins and Li",1287.73,3/8/2025,PAID
IN009007,ST062,Palmer-Williams,3429.08,8/10/2025,OVERDUE
IN009008,ST077,Davis Group,1583.86,7/19/2025,OVERDUE
IN009009,ST059,Smith-White,761.96,6/16/2025,OVERDUE
IN009010,ST086,"Rodriguez, Pittman and Jones",4676.82,5/28/2025,PENDING
IN009011,ST045,Frye-Stevens,2188.17,10/1/2025,PENDING
IN009012,ST028,"Frazier, Fischer and Mcfarland",4931.12,2/18/2025,OVERDUE
IN009013,ST074,"Fox, Thornton and Ramirez",2675.27,9/25/2025,PENDING
IN009014,ST080,"Mcdaniel, Anderson and Watson",3110.98,6/7/2025,PENDING
IN009015,ST013,"Colon, Moore and Case",1923.34,5/29/2025,OVERDUE
IN009016,ST058,Johnson and Sons,3283.1,3/10/2025,PAID
IN009017,ST043,"Griffin, Fernandez and Reid",1001.75,8/20/2025,PAID
IN009018,ST030,Mcneil Group,3744.12,7/20/2025,OVERDUE
IN009019,ST031,"Orr, Cox and Richmond",1711.42,9/3/2025,PENDING
IN009020,ST055,Mcdaniel and Sons,2995.56,7/10/2025,PENDING
IN009021,ST023,Cook-Dixon,2784.88,5/6/2025,OVERDUE
IN009022,ST093,Green-Morales,2154.99,2/22/2025,OVERDUE
IN009023,ST085,"Carrillo, Wong and Alvarez",3463.26,9/27/2025,OVERDUE
IN009024,ST005,"Gibbs, Castillo and Rhodes",3514.04,4/1/2025,OVERDUE
IN009025,ST059,"Manning, Johnson and Chang",2197.9,9/26/2025,OVERDUE
IN009026,ST066,Jones and Sons,3160.96,9/27/2025,OVERDUE
IN009027,ST088,"Johnson, Stevens and Mills",3285.49,2/2/2025,PAID
IN009028,ST015,Anderson-Douglas,2332.6,9/17/2025,PENDING
IN009029,ST085,Kelly-Allen,1767.37,7/28/2025,PAID
IN009030,ST093,Bolton-Parker,1400.83,12/4/2024,PENDING
IN009031,ST020,Burke PLC,995.37,9/13/2025,PENDING
IN009032,ST037,"Lopez, Parker and Fox",4631.78,10/18/2025,PAID
IN009033,ST081,Fletcher-Miller,754.49,11/17/2024,OVERDUE
IN009034,ST020,Bush PLC,3218.82,9/13/2025,PAID
IN009035,ST099,Beltran-Moon,3091.01,9/14/2025,OVERDUE
IN009036,ST083,"Santiago, Hunt and Jacobs",3615.28,11/12/2024,PENDING
IN009037,ST007,Mason and Sons,1315.46,3/29/2025,PAID
IN009038,ST025,"Harper, Montgomery and Massey",803.4,12/1/2024,PENDING
IN009039,ST023,Armstrong-Smith,1867.32,6/16/2025,PENDING
IN009040,ST023,Palmer Inc,2366.51,11/21/2024,OVERDUE
IN009041,ST047,"Martin, Bennett and Richardson",1758.62,11/27/2024,PENDING
IN009042,ST015,"Diaz, Carlson and Huffman",671.51,6/29/2025,OVERDUE
IN009043,ST073,Myers-Cowan,2546.85,10/24/2025,PENDING
IN009044,ST074,Torres Group,4233.41,1/1/2025,PENDING
IN009045,ST054,"Bowen, Ramirez and Brown",2262.23,7/20/2025,OVERDUE
IN009046,ST045,Wilson LLC,4263.48,10/17/2025,PAID
IN009047,ST088,Walker LLC,1750.86,12/7/2024,PENDING
IN009048,ST089,Huffman PLC,1942.56,9/9/2025,PENDING
IN009049,ST041,"Obrien, Weaver and Burgess",618.92,8/12/2025,OVERDUE
IN009050,ST015,Ward-Schmidt,1253.33,3/23/2025,OVERDUE
IN009051,ST095,Hernandez-Evans,2881.34,1/16/2025,OVERDUE
IN009052,ST005,Anthony-Mason,2063.0,7/8/2025,OVERDUE
IN009053,ST084,Johnson-Zamora,3542.32,9/27/2025,PENDING
IN009054,ST030,"Escobar, Garza and Fitzgerald",2101.14,3/10/2025,PAID
IN009055,ST071,"Lopez, Gutierrez and Sandoval",2725.02,10/1/2025,OVERDUE
IN009056,ST099,"Cooley, Newman and Thomas",3846.08,10/8/2025,PAID
IN009057,ST070,Chan Group,4971.76,9/8/2025,PENDING
IN009058,ST098,Daniels-West,4490.27,6/24/2025,PAID
IN009059,ST088,Cox-Rodriguez,1535.39,8/23/2025,PAID
IN009060,ST005,"Young, Obrien and Murphy",4672.46,12/5/2024,PAID
IN009061,ST065,"Watkins, Wright and Copeland",1346.79,7/7/2025,OVERDUE
IN009062,ST060,"Oconnor, Ford and Mccarty",4605.29,11/17/2024,PENDING
IN009063,ST087,"Grant, Welch and Christensen",511.33,8/28/2025,PAID
IN009064,ST091,Harris-Davis,2799.71,11/1/2024,PAID
IN009065,ST032,"Krueger, Mckee and Martin",1860.0,1/31/2025,PENDING
IN009066,ST037,Bell-Mcdonald,2461.65,9/12/2025,OVERDUE
IN009067,ST026,"Moore, Baker and Calderon",1140.48,6/1/2025,OVERDUE
IN009068,ST048,Hodges-Kelley,3505.13,7/3/2025,OVERDUE
IN009069,ST032,"Lane, Dixon and Rivera",1408.76,5/17/2025,OVERDUE
IN009070,ST050,Nelson and Sons,2941.29,11/18/2024,OVERDUE
IN009071,ST001,Clark Group,3204.71,12/20/2024,PENDING
IN009072,ST041,Jimenez-Lee,2751.16,6/9/2025,PENDING
IN009073,ST090,"Baker, Knox and Moses",3264.65,2/2/2025,OVERDUE
IN009074,ST082,"Wells, Berger and Sullivan",1858.3,10/29/2024,PAID
IN009075,ST069,Bradley Ltd,4576.4,7/7/2025,PAID
IN009076,ST082,Banks-Harris,4171.68,9/21/2025,PENDING
IN009077,ST078,Todd Inc,4083.5,1/31/2025,PENDING
IN009078,ST097,"Frazier, Mccullough and Brown",1628.96,6/27/2025,PAID
IN009079,ST002,Vargas-Thomas,2015.84,12/4/2024,PAID
IN009080,ST043,Soto Ltd,4178.13,7/31/2025,PAID
IN009081,ST015,Strickland-White,2799.77,6/15/2025,PAID
IN009082,ST013,"Leonard, Cole and Berg",4657.02,4/15/2025,OVERDUE
IN009083,ST038,Douglas Ltd,3892.54,4/8/2025,OVERDUE
IN009084,ST001,Webster-Cook,3966.58,11/22/2024,OVERDUE
IN009085,ST055,"Garcia, Charles and Hart",882.99,9/2/2025,PENDING
IN009086,ST040,Thompson Ltd,3345.23,2/8/2025,OVERDUE
IN009087,ST096,Whitney-Williams,1008.86,3/9/2025,OVERDUE
IN009088,ST041,"Hoffman, Jenkins and Gomez",1515.14,10/30/2024,PENDING
IN009089,ST050,Mills Group,3687.8,5/31/2025,PAID
IN009090,ST079,"Ramsey, Campbell and Thompson",668.15,3/17/2025,PAID
IN009091,ST074,Lawson-Martin,4277.9,2/15/2025,OVERDUE
IN009092,ST042,Lee-Lyons,4927.16,4/6/2025,OVERDUE
IN009093,ST087,"Barajas, Velez and Anthony",1072.73,6/25/2025,PENDING
IN009094,ST068,"Brown, Avery and Robbins",783.45,7/26/2025,PENDING
IN009095,ST045,Ross-Boone,2902.39,7/10/2025,PENDING
IN009096,ST045,Mccarty-Brooks,3546.69,4/5/2025,PENDING
IN009097,ST020,Weaver PLC,2783.29,7/23/2025,PAID
IN009098,ST080,Carney and Sons,3682.11,6/18/2025,PENDING
IN009099,ST081,Graves-Shaw,4719.07,2/20/2025,PAID
IN009100,ST068,Johnson-Jones,3185.29,1/1/2025,OVERDUE
IN009101,ST046,Fuentes Inc,2203.87,2/20/2025,OVERDUE
IN009102,ST065,Burch LLC,1950.42,4/3/2025,PENDING
IN009103,ST054,Reynolds PLC,2375.39,10/8/2025,PENDING
IN009104,ST007,Morgan LLC,3760.19,12/23/2024,PAID
IN009105,ST075,Ingram PLC,1965.53,12/10/2024,OVERDUE
IN009106,ST020,"Gonzalez, Richardson and Johnson",3778.59,1/6/2025,OVERDUE
IN009107,ST029,Fields-Mckenzie,621.78,4/19/2025,OVERDUE
IN009108,ST050,Walker-Lamb,1735.85,10/28/2025,PAID
IN009109,ST098,Banks and Sons,4917.85,10/2/2025,OVERDUE
IN009110,ST019,Mitchell-Smith,3174.52,10/19/2025,OVERDUE
IN009111,ST049,Paul PLC,2037.59,1/29/2025,PAID
IN009112,ST009,Jackson-Giles,2397.88,10/29/2025,OVERDUE
IN009113,ST033,"Saunders, Wilson and Duarte",2934.99,1/13/2025,PAID
IN009114,ST025,"Davis, Woods and Williams",3848.88,9/1/2025,PAID
IN009115,ST060,Butler-Orozco,4226.52,12/10/2024,OVERDUE
IN009116,ST073,Allen-Roberson,1387.68,1/6/2025,OVERDUE
IN009117,ST092,Johnson-Parks,2340.66,4/10/2025,PENDING
IN009118,ST092,Thomas LLC,4777.31,4/29/2025,PAID
IN009119,ST083,Roach and Sons,3459.57,5/22/2025,PENDING
IN009120,ST001,Farrell and Sons,3361.22,2/27/2025,PAID
IN009121,ST091,Wilson-Pennington,2404.91,12/24/2024,PENDING
IN009122,ST024,Foster-West,3806.73,3/5/2025,OVERDUE
IN009123,ST031,Smith-Johnson,2083.76,10/23/2025,OVERDUE
IN009124,ST080,Davis PLC,3350.4,12/10/2024,PAID
IN009125,ST099,Moreno-Hamilton,1116.21,9/30/2025,PAID
IN009126,ST095,"Friedman, Brown and Medina",519.52,1/7/2025,PENDING
IN009127,ST041,"Peters, Gomez and Adams",2155.42,5/16/2025,PAID
IN009128,ST020,Smith PLC,2572.58,12/30/2024,PAID
IN009129,ST093,Meyer Ltd,2046.76,12/16/2024,PAID
IN009130,ST060,"Payne, Barker and Hall",1928.21,2/7/2025,PAID
IN009131,ST051,Novak Inc,1297.91,2/5/2025,PAID
IN009132,ST051,Webb-Young,4599.65,9/17/2025,PENDING
IN009133,ST063,"Martinez, Elliott and Gordon",3387.54,2/12/2025,PAID
IN009134,ST017,Wise-Rodgers,1623.84,11/2/2024,OVERDUE
IN009135,ST052,Mendez-Wells,4415.41,10/21/2025,PAID
IN009136,ST059,"Patel, Brandt and Lee",3014.72,2/7/2025,PENDING
IN009137,ST100,Morales-Payne,1626.3,2/23/2025,PAID
IN009138,ST053,"Beasley, King and Johnson",741.08,1/30/2025,PAID
IN009139,ST017,Johnson-Brown,3028.08,4/29/2025,OVERDUE
IN009140,ST052,Blake-Clark,1603.3,11/14/2024,PAID
IN009141,ST030,Walker-Porter,2653.26,5/18/2025,PAID
IN009142,ST036,Hebert-Gates,3470.86,11/15/2024,OVERDUE
IN009143,ST084,"Hill, Gonzalez and Jones",1105.93,9/4/2025,PAID
IN009144,ST058,Logan Ltd,2249.37,9/7/2025,PAID
IN009145,ST083,Williams-Grant,4204.0,9/5/2025,PENDING
IN009146,ST076,Kerr-Burns,2247.09,1/6/2025,OVERDUE
IN009147,ST028,Johnson-Rojas,4438.65,2/13/2025,PAID
IN009148,ST007,Cooper Ltd,3614.2,10/3/2025,PENDING
IN009149,ST054,"Ayers, Kim and Kennedy",2283.42,6/23/2025,OVERDUE
IN009150,ST004,"Allen, Mendez and Robbins",1770.31,4/24/2025,OVERDUE
IN009151,ST020,Fisher Inc,1227.01,2/11/2025,PAID
IN009152,ST057,Olson PLC,1037.79,4/23/2025,PAID
IN009153,ST016,Glenn PLC,791.02,4/11/2025,OVERDUE
IN009154,ST093,Ochoa and Sons,4309.41,2/26/2025,PENDING
IN009155,ST005,"Best, Padilla and Burch",3136.09,7/3/2025,PAID
IN009156,ST096,Rodriguez-White,1921.76,1/16/2025,PENDING
IN009157,ST031,Byrd-Smith,4806.19,12/27/2024,PAID
IN009158,ST027,Olson-Snyder,825.62,9/19/2025,PENDING
IN009159,ST081,Mack-Ashley,3595.93,12/19/2024,OVERDUE
IN009160,ST048,"Robbins, Bradley and Parks",584.59,6/29/2025,PAID
IN009161,ST012,Moore-Mitchell,3422.82,5/6/2025,PENDING
IN009162,ST093,Dawson-Walls,2540.02,10/12/2025,OVERDUE
IN009163,ST024,Mcmillan-Miller,3124.71,7/19/2025,PENDING
IN009164,ST066,Harrison-Caldwell,2432.74,10/27/2025,PENDING
IN009165,ST079,"Fox, Davis and Mata",4860.24,4/12/2025,PAID
IN009166,ST088,Brown and Sons,2482.07,6/5/2025,PAID
IN009167,ST050,Reilly Group,1596.69,11/6/2024,OVERDUE
IN009168,ST085,Sparks Group,3467.55,6/16/2025,PENDING
IN009169,ST022,"Stone, Meyer and Smith",1130.99,9/29/2025,PENDING
IN009170,ST037,Meyer Inc,770.72,9/4/2025,PENDING
IN009171,ST080,Tran Ltd,4364.41,4/8/2025,PAID
