inventory_id,station_id,fuel_type,delivery_liters,current_stock,delivery_date
INV008705,ST003,Premium,15894,35637,10/26/2025
INV030461,ST100,CNG,15601,35636,12/7/2024
INV048617,ST003,CNG,18715,35636,3/2/2025
INV038331,ST090,Diesel,11103,35632,11/10/2024
INV023570,ST001,Premium,14141,35630,12/2/2024
INV045289,ST097,Premium,2456,35630,1/29/2025
INV008534,ST021,Diesel,2976,35629,4/18/2025
INV024639,ST003,Diesel,18840,35629,5/19/2025
INV000167,ST046,Premium,17239,35624,11/5/2024
INV036265,ST072,CNG,16315,35624,9/17/2025
INV019320,ST037,Petrol,18166,35623,4/30/2025
INV025258,ST092,Premium,7526,35623,4/10/2025
INV048179,ST062,Petrol,16194,35623,2/1/2025
INV011514,ST010,Premium,10483,35622,1/29/2025
INV018961,ST013,Petrol,2119,35622,4/23/2025
INV017782,ST039,CNG,10158,35617,11/13/2024
INV037818,ST052,Diesel,7518,35616,9/21/2025
INV022769,ST023,CNG,5877,35611,3/9/2025
INV023123,ST044,CNG,2845,35609,10/9/2025
INV010079,ST037,CNG,17959,35606,10/27/2025
INV043931,ST010,Diesel,16157,35602,8/3/2025
INV016656,ST080,CNG,12004,35601,11/17/2024
INV000382,ST061,Petrol,11789,35599,8/14/2025
INV009915,ST062,Petrol,11794,35599,8/27/2025
INV016327,ST038,CNG,15379,35597,12/31/2024
INV027217,ST064,Premium,7399,35596,4/5/2025
INV008893,ST022,Petrol,11681,35595,4/27/2025
INV030268,ST013,Premium,19912,35595,6/2/2025
INV011971,ST028,Petrol,4831,35592,4/12/2025
INV013946,ST014,Premium,10879,35592,10/29/2024
INV018643,ST018,Petrol,18368,35585,1/25/2025
INV046178,ST046,Premium,7097,35583,5/1/2025
INV017359,ST031,Premium,4348,35581,6/16/2025
INV010790,ST044,Premium,7758,35578,4/26/2025
INV046325,ST015,Premium,2775,35574,11/2/2024
INV009492,ST017,CNG,7449,35573,1/23/2025
INV001053,ST084,Petrol,16132,35571,2/18/2025
INV018247,ST015,CNG,13913,35570,4/4/2025
INV038811,ST085,Petrol,18422,35570,12/13/2024
INV003134,ST050,Petrol,3201,35568,7/12/2025
INV038437,ST011,CNG,14621,35568,7/12/2025
INV041130,ST060,Petrol,3201,35568,11/11/2024
INV024260,ST017,Premium,19592,35567,3/20/2025
INV042278,ST083,Diesel,651,35563,10/19/2025
INV019096,ST026,Diesel,9574,35560,10/23/2025
INV017468,ST035,CNG,18407,35558,10/1/2025
INV031343,ST032,Diesel,18603,35558,5/24/2025
INV000398,ST026,Diesel,4993,35552,3/1/2025
INV003821,ST088,Diesel,12173,35551,12/5/2024
INV007660,ST028,Petrol,3979,35551,5/10/2025
INV049068,ST044,Petrol,19930,35550,12/20/2024
INV026607,ST080,Petrol,4098,35541,8/21/2025
INV043686,ST035,CNG,15948,35541,4/16/2025
INV006415,ST029,Petrol,8474,35540,6/6/2025
INV013754,ST076,Petrol,4102,35538,3/21/2025
INV037983,ST042,Diesel,15140,35536,10/11/2025
INV018827,ST092,Petrol,9963,35535,4/14/2025
INV029328,ST049,Petrol,3211,35534,4/22/2025
INV012256,ST091,Petrol,14879,35531,1/30/2025
INV019154,ST092,Premium,16344,35531,7/12/2025
INV035740,ST016,Premium,677,35531,10/28/2025
INV044137,ST024,Diesel,9822,35527,8/6/2025
INV014414,ST072,Premium,8469,35523,6/2/2025
INV039564,ST099,Petrol,5056,35522,11/1/2024
INV013575,ST083,Petrol,795,35517,5/10/2025
INV033864,ST095,CNG,19750,35515,1/21/2025
INV021962,ST068,CNG,12372,35511,5/29/2025
INV027192,ST091,Premium,3299,35510,7/22/2025
INV047833,ST082,Petrol,4214,35510,5/3/2025
INV002352,ST025,CNG,16453,35508,9/19/2025
INV035029,ST028,Diesel,15450,35507,3/1/2025
INV035810,ST012,Premium,6598,35507,2/23/2025
INV033978,ST026,Premium,13697,35503,1/23/2025
INV015196,ST062,Diesel,4079,35502,2/7/2025
INV000919,ST058,CNG,18065,35499,11/11/2024
INV002113,ST025,Petrol,7936,35496,6/27/2025
INV029380,ST097,Petrol,17694,35496,8/23/2025
INV045841,ST013,Premium,15089,35495,9/14/2025
INV025344,ST001,Premium,15683,35494,11/20/2024
INV024695,ST044,Diesel,12460,35490,6/25/2025
INV033869,ST022,Petrol,10508,35488,10/11/2025
INV000912,ST051,Petrol,1773,35486,8/28/2025
INV033744,ST030,Diesel,15020,35484,2/18/2025
INV024369,ST079,Petrol,18047,35483,2/9/2025
INV045482,ST052,CNG,8432,35483,2/1/2025
INV042495,ST064,Petrol,13236,35481,2/18/2025
INV042617,ST089,Premium,16387,35478,5/21/2025
INV029553,ST086,CNG,11070,35474,10/15/2025
INV018334,ST053,Premium,5470,35470,7/10/2025
INV031028,ST098,Diesel,10484,35469,3/9/2025
INV007280,ST034,Diesel,9828,35466,2/6/2025
INV046828,ST091,Petrol,12084,35462,9/11/2025
INV026557,ST082,Premium,17404,35461,10/2/2025
INV000988,ST087,Premium,14971,35458,11/17/2024
INV012868,ST068,Petrol,14840,35457,7/28/2025
INV019659,ST013,Diesel,3476,35457,8/8/2025
INV002518,ST094,Diesel,13852,35455,12/26/2024
INV036017,ST071,Diesel,12334,35452,9/9/2025
INV046404,ST063,Petrol,14384,35452,2/26/2025
INV017570,ST066,Premium,13490,35451,6/27/2025
INV019743,ST083,CNG,7866,35451,5/20/2025
INV023463,ST079,Diesel,1051,35451,7/13/2025
INV002115,ST094,CNG,12864,35450,4/8/2025
INV028328,ST093,Diesel,12988,35450,2/12/2025
INV019748,ST046,Diesel,19976,35448,3/11/2025
INV023106,ST097,Diesel,10542,35444,6/3/2025
INV030106,ST065,Diesel,3699,35443,1/19/2025
INV047195,ST003,Petrol,11349,35441,5/11/2025
INV000025,ST002,Petrol,4161,35438,6/9/2025
INV048341,ST070,CNG,7797,35438,5/29/2025
INV030675,ST016,Premium,1990,35437,9/16/2025
INV003009,ST078,Diesel,734,35434,5/23/2025
INV016370,ST086,Petrol,2180,35434,10/5/2025
INV023848,ST017,Diesel,18914,35430,5/26/2025
INV030651,ST041,CNG,11416,35429,1/21/2025
INV048553,ST045,Diesel,6875,35426,4/1/2025
INV002846,ST082,Premium,2707,35425,6/2/2025
INV001314,ST029,CNG,4854,35423,12/22/2024
INV032605,ST082,Petrol,3283,35418,6/6/2025
INV000148,ST097,Premium,2960,35417,12/9/2024
INV009203,ST017,CNG,11103,35415,9/6/2025
INV003663,ST048,Petrol,11923,35413,7/29/2025
INV005845,ST098,Petrol,3074,35412,5/23/2025
INV034017,ST040,Diesel,2953,35411,10/2/2025
INV003650,ST038,Premium,11396,35410,3/14/2025
INV007899,ST036,Petrol,11270,35410,6/14/2025
INV013156,ST049,CNG,14326,35408,12/21/2024
INV007345,ST046,Petrol,11416,35407,3/28/2025
INV011126,ST020,Diesel,12395,35406,8/3/2025
INV032830,ST054,CNG,5255,35406,11/5/2024
INV037375,ST011,CNG,5915,35405,10/2/2025
INV008899,ST039,CNG,8214,35404,10/10/2025
INV015298,ST072,Diesel,19728,35404,2/7/2025
INV020867,ST020,CNG,7441,35396,12/28/2024
INV028416,ST006,Diesel,10021,35393,1/28/2025
INV013802,ST020,Diesel,8057,35391,9/24/2025
INV014577,ST086,Diesel,15455,35391,11/2/2024
INV045576,ST094,CNG,7292,35391,9/15/2025
INV031442,ST086,Premium,14814,35390,5/11/2025
INV029950,ST011,CNG,15812,35388,6/4/2025
INV006536,ST002,Diesel,7182,35386,3/2/2025
INV020539,ST067,CNG,8077,35385,4/25/2025
INV024939,ST054,Petrol,9672,35384,8/13/2025
INV034505,ST093,Premium,12441,35384,7/18/2025
INV035978,ST018,Premium,6076,35383,11/11/2024
INV002010,ST084,Petrol,19463,35379,2/16/2025
INV021506,ST001,CNG,16576,35377,5/1/2025
INV006925,ST059,Premium,3304,35376,4/6/2025
INV035589,ST067,Diesel,13778,35375,6/20/2025
INV048929,ST039,Petrol,16640,35374,6/2/2025
INV015070,ST023,Diesel,3521,35371,4/27/2025
INV007851,ST051,Petrol,1576,35368,3/21/2025
INV000069,ST063,Petrol,15109,35366,9/25/2025
INV003702,ST077,Diesel,4175,35365,8/20/2025
INV010121,ST084,Premium,9723,35359,4/27/2025
INV034900,ST003,Diesel,6956,35359,4/27/2025
INV015345,ST085,CNG,19081,35356,12/4/2024
INV042085,ST064,Premium,5251,35354,11/2/2024
INV045309,ST019,Diesel,17954,35353,10/9/2025
INV036942,ST070,Petrol,17927,35350,2/1/2025
INV039270,ST097,Petrol,11702,35348,9/11/2025
INV045352,ST068,Petrol,9137,35347,5/12/2025
INV020773,ST003,Diesel,4339,35343,4/16/2025
INV032804,ST079,Diesel,14042,35343,10/11/2025
INV046294,ST062,Premium,4471,35342,4/12/2025
INV021199,ST018,Premium,969,35341,7/2/2025
INV030398,ST026,CNG,10663,35341,11/24/2024
INV030500,ST001,CNG,10319,35341,6/6/2025
INV031924,ST013,Premium,16224,35340,12/30/2024
INV046544,ST040,Diesel,8701,35340,10/4/2025
INV024072,ST011,Premium,13330,35336,11/5/2024
INV022705,ST005,Diesel,13216,35331,5/6/2025
INV005098,ST004,Premium,2118,35329,9/18/2025
INV034142,ST013,Premium,10745,35329,7/26/2025
INV030835,ST013,Premium,5458,35326,1/16/2025
INV006443,ST038,Premium,13848,35324,7/22/2025
INV013989,ST018,Petrol,8639,35323,9/23/2025
INV041737,ST072,Premium,7368,35323,9/12/2025
INV048932,ST048,Premium,5112,35322,8/26/2025
INV004780,ST003,CNG,7735,35314,11/17/2024
INV016459,ST031,Premium,7687,35314,3/24/2025
INV008261,ST032,Diesel,17484,35313,6/26/2025
INV028610,ST096,Petrol,8740,35313,9/18/2025
INV012857,ST062,Petrol,1104,35311,10/2/2025
INV029909,ST064,CNG,10202,35306,11/16/2024
INV048014,ST044,Diesel,5499,35306,2/25/2025
INV024228,ST010,CNG,17408,35305,9/5/2025
INV007232,ST076,Petrol,9319,35301,10/1/2025
INV048190,ST039,Petrol,10940,35298,4/16/2025
INV005438,ST035,CNG,11455,35294,12/27/2024
INV037304,ST051,Petrol,3124,35293,11/10/2024
INV047091,ST068,Petrol,18954,35286,12/28/2024
INV041169,ST057,Diesel,5920,35285,6/25/2025
INV018943,ST015,Premium,8464,35284,1/20/2025
INV003216,ST089,Diesel,14198,35283,3/16/2025
INV048531,ST045,Petrol,8111,35283,6/21/2025
INV037740,ST025,CNG,998,35280,2/1/2025
INV047276,ST050,CNG,8327,35280,4/21/2025
INV002757,ST069,Petrol,18411,35276,8/6/2025
INV042717,ST046,Diesel,4581,35276,5/10/2025
INV041863,ST089,Diesel,14139,35272,10/16/2025
INV038219,ST005,Diesel,10364,35270,4/30/2025
INV048672,ST024,Diesel,13187,35270,3/27/2025
INV008887,ST060,Diesel,4624,35260,9/29/2025
INV015355,ST084,Petrol,13849,35260,7/15/2025
INV049580,ST006,Premium,7471,35257,6/23/2025
INV024244,ST001,Petrol,17076,35255,1/25/2025
INV048705,ST086,CNG,7820,35252,1/6/2025
INV015856,ST073,CNG,10750,35247,5/17/2025
INV022830,ST083,Premium,15821,35245,8/12/2025
INV043073,ST022,Diesel,11785,35245,10/9/2025
INV027864,ST070,Diesel,19655,35242,12/12/2024
INV010665,ST017,Diesel,18177,35241,7/29/2025
INV035297,ST054,Petrol,18293,35241,9/18/2025
INV027276,ST020,CNG,18263,35239,5/5/2025
INV041163,ST001,CNG,6097,35239,2/2/2025
INV048860,ST060,Petrol,15357,35239,10/25/2025
INV003472,ST089,Premium,12783,35238,11/27/2024
INV031975,ST062,CNG,14631,35238,10/5/2025
INV018786,ST100,Petrol,10864,35236,12/3/2024
INV028791,ST017,Premium,14495,35236,4/3/2025
INV041164,ST045,Diesel,3249,35236,1/29/2025
INV048865,ST058,Diesel,16446,35229,5/27/2025
INV024161,ST005,CNG,15363,35226,11/17/2024
INV047903,ST008,Premium,17425,35225,4/1/2025
INV023333,ST014,Premium,17975,35224,12/27/2024
INV030049,ST039,Diesel,6420,35223,6/17/2025
INV025505,ST066,Petrol,15927,35216,5/4/2025
INV014230,ST087,Premium,6535,35215,10/28/2025
INV007024,ST059,Premium,18135,35214,9/4/2025
INV037655,ST008,CNG,2931,35210,9/5/2025
INV017395,ST069,Petrol,10127,35208,10/13/2025
INV028514,ST068,CNG,18957,35207,4/9/2025
INV025127,ST066,CNG,5442,35205,6/17/2025
INV041121,ST096,Diesel,10248,35205,2/18/2025
INV029458,ST053,Premium,3537,35203,4/1/2025
INV036515,ST078,Diesel,14555,35203,4/23/2025
INV019760,ST080,Premium,13071,35202,11/22/2024
INV032219,ST099,Premium,12429,35201,6/22/2025
INV021484,ST077,CNG,1014,35194,7/9/2025
INV008253,ST028,Petrol,3974,35192,2/26/2025
INV002257,ST022,CNG,5530,35191,4/4/2025
INV010198,ST052,CNG,16878,35190,8/2/2025
INV039665,ST078,Premium,7255,35188,1/1/2025
INV004421,ST028,Diesel,4920,35186,10/14/2025
INV012248,ST049,CNG,12458,35186,8/31/2025
INV021049,ST097,Premium,1755,35185,3/1/2025
INV003339,ST055,CNG,12465,35184,5/1/2025
INV048077,ST053,Premium,13859,35184,12/4/2024
INV012619,ST094,Premium,14164,35182,2/14/2025
INV009721,ST039,Premium,10572,35179,8/15/2025
INV042755,ST075,Diesel,3559,35179,11/29/2024
INV046432,ST042,Petrol,17056,35176,7/8/2025
INV043263,ST050,Premium,14987,35173,1/2/2025
INV042318,ST077,CNG,17082,35172,8/23/2025
INV042034,ST081,Diesel,10766,35171,5/27/2025
INV034794,ST014,Premium,17732,35170,3/1/2025
INV035503,ST085,CNG,6101,35161,1/28/2025
INV005047,ST051,Diesel,16310,35156,4/14/2025
INV006463,ST057,Petrol,11718,35155,3/26/2025
INV007642,ST020,Petrol,7832,35155,9/30/2025
INV039694,ST086,CNG,2457,35155,9/4/2025
INV016876,ST099,CNG,14301,35154,10/2/2025
INV027118,ST063,Diesel,6085,35154,9/19/2025
INV048885,ST042,Diesel,2134,35150,8/10/2025
INV026333,ST006,Premium,9831,35146,9/9/2025
INV037631,ST052,CNG,2271,35144,3/8/2025
INV003854,ST002,Premium,4830,35138,11/19/2024
INV043854,ST029,CNG,3837,35138,9/8/2025
INV026478,ST068,Petrol,2218,35137,2/21/2025
INV027278,ST069,Diesel,14537,35133,11/19/2024
INV016329,ST042,Premium,4857,35129,7/10/2025
INV026212,ST013,Diesel,8870,35125,1/25/2025
INV042136,ST053,CNG,12831,35118,2/24/2025
INV027254,ST089,CNG,19964,35116,11/13/2024
INV012011,ST073,Premium,11389,35115,10/23/2025
INV016884,ST003,Diesel,1102,35114,12/26/2024
INV022825,ST083,Diesel,813,35112,6/14/2025
INV034285,ST089,Petrol,17869,35110,5/29/2025
INV034564,ST080,Premium,13690,35110,2/11/2025
INV041199,ST094,Diesel,4572,35110,7/3/2025
INV045844,ST060,Diesel,4767,35108,1/2/2025
INV021626,ST061,CNG,13073,35101,8/9/2025
INV003258,ST042,CNG,15829,35099,1/23/2025
INV003614,ST014,Diesel,8628,35097,8/14/2025
INV049744,ST018,CNG,16846,35097,9/1/2025
INV023895,ST049,Premium,7918,35092,4/22/2025
INV012280,ST075,CNG,16495,35089,1/26/2025
INV017827,ST023,Premium,14763,35089,11/29/2024
INV031611,ST015,Diesel,16085,35089,12/2/2024
INV037841,ST037,Petrol,10322,35089,11/20/2024
INV032770,ST074,CNG,6078,35087,2/25/2025
INV026463,ST070,Petrol,14828,35085,2/3/2025
INV014331,ST043,Premium,3891,35081,9/30/2025
INV041086,ST010,Premium,10468,35081,11/18/2024
INV002521,ST096,Petrol,12275,35079,7/31/2025
INV013094,ST066,Premium,10358,35079,1/5/2025
INV015689,ST018,Petrol,15967,35079,7/11/2025
INV013728,ST080,Diesel,8781,35078,2/14/2025
INV014124,ST071,Petrol,18364,35078,5/27/2025
INV027989,ST052,Petrol,3676,35077,4/28/2025
INV014361,ST048,Premium,15415,35075,10/10/2025
INV013411,ST042,Diesel,9518,35070,11/30/2024
INV027072,ST068,CNG,10471,35067,2/5/2025
INV020606,ST048,CNG,13632,35066,11/23/2024
INV024431,ST048,Diesel,3504,35066,9/16/2025
INV019992,ST079,Diesel,15966,35065,5/12/2025
INV028999,ST040,Premium,6377,35065,11/3/2024
INV030847,ST084,Premium,6501,35064,5/23/2025
INV046504,ST067,Diesel,19350,35062,3/25/2025
INV007733,ST072,Petrol,6950,35060,8/14/2025
INV031395,ST020,CNG,7533,35060,6/29/2025
INV042371,ST100,Diesel,4531,35060,11/3/2024
INV027392,ST085,Diesel,1693,35057,5/7/2025
INV047377,ST065,Diesel,5477,35056,11/30/2024
INV044029,ST066,Diesel,11713,35051,4/30/2025
INV035854,ST006,CNG,1144,35049,12/24/2024
INV047471,ST004,Petrol,12796,35048,5/11/2025
INV043182,ST015,Premium,12425,35044,3/14/2025
INV006043,ST035,Premium,3232,35037,7/18/2025
INV002692,ST019,CNG,562,35030,6/10/2025
INV024562,ST090,Premium,731,35025,4/28/2025
INV028933,ST079,CNG,5518,35023,5/30/2025
INV022245,ST024,CNG,7129,35022,6/8/2025
INV019001,ST051,Premium,5282,35021,10/7/2025
INV046245,ST069,CNG,18090,35020,11/6/2024
INV021113,ST059,Diesel,6172,35019,6/24/2025
INV018450,ST075,Diesel,9505,35017,5/18/2025
INV012194,ST018,Premium,12264,35012,5/14/2025
INV009530,ST077,CNG,19955,35009,12/26/2024
INV018299,ST007,Petrol,10718,35008,4/14/2025
INV006802,ST082,CNG,8139,35002,1/26/2025
INV024951,ST016,Premium,8778,34999,2/27/2025
INV031384,ST057,Diesel,7434,34998,4/29/2025
INV003141,ST022,CNG,4279,34991,8/4/2025
INV040241,ST075,Petrol,9354,34989,10/23/2025
INV013021,ST036,Diesel,10859,34988,3/7/2025
INV006817,ST060,Premium,11204,34986,7/2/2025
INV024883,ST073,Petrol,16597,34985,12/8/2024
INV001315,ST075,Diesel,3976,34984,2/20/2025
INV008268,ST036,CNG,9471,34984,6/28/2025
INV045028,ST013,Petrol,12982,34984,12/13/2024
INV000516,ST084,CNG,13908,34983,9/28/2025
INV041629,ST012,Premium,12296,34981,1/16/2025
INV036770,ST017,Diesel,10594,34980,12/14/2024
INV047566,ST001,Premium,12679,34979,1/6/2025
INV024053,ST087,Diesel,4470,34978,9/7/2025
INV026605,ST050,Premium,11227,34975,10/9/2025
INV049775,ST089,Petrol,14312,34975,2/6/2025
INV045094,ST040,Petrol,16134,34971,7/17/2025
INV007311,ST047,Premium,12760,34970,5/31/2025
INV030087,ST060,CNG,7667,34970,4/16/2025
INV008378,ST084,CNG,3548,34969,4/30/2025
INV021745,ST095,Petrol,4807,34969,12/14/2024
INV046165,ST077,Petrol,6171,34969,3/15/2025
INV037111,ST088,Premium,7883,34958,7/4/2025
INV013627,ST015,Premium,9485,34957,12/26/2024
INV033042,ST084,CNG,18222,34957,10/8/2025
INV029699,ST056,CNG,9469,34952,3/24/2025
INV009636,ST036,CNG,1206,34949,9/24/2025
INV034481,ST047,Petrol,10728,34948,4/19/2025
INV023129,ST087,Petrol,14735,34945,10/16/2025
INV019758,ST002,Premium,11998,34944,8/16/2025
INV032540,ST038,CNG,14970,34944,9/11/2025
INV036879,ST003,Diesel,10046,34944,2/15/2025
INV033137,ST064,Premium,6464,34939,1/6/2025
INV033184,ST030,Premium,17332,34938,11/20/2024
INV000003,ST066,CNG,15450,34937,11/10/2024
INV014763,ST018,CNG,12101,34932,11/14/2024
INV004902,ST094,CNG,12492,34930,10/14/2025
INV032771,ST034,Premium,2898,34929,5/1/2025
INV024090,ST089,CNG,18628,34928,5/31/2025
INV048084,ST064,Petrol,4812,34928,2/12/2025
INV039249,ST080,Petrol,5252,34919,9/10/2025
INV025970,ST085,Diesel,11358,34918,12/20/2024
INV017066,ST010,Premium,5675,34916,9/28/2025
INV040271,ST069,Premium,16861,34916,12/15/2024
INV011569,ST030,Petrol,7984,34915,2/27/2025
INV012338,ST095,CNG,15468,34911,11/14/2024
INV015083,ST068,Petrol,4426,34909,4/29/2025
INV008871,ST030,Petrol,14562,34908,7/26/2025
INV043727,ST008,Premium,6161,34908,7/9/2025
INV020245,ST019,CNG,1277,34906,1/10/2025
INV047389,ST032,Petrol,18449,34906,10/20/2025
INV009453,ST052,Premium,12061,34905,2/16/2025
INV000758,ST034,Diesel,17265,34902,6/2/2025
INV007726,ST053,CNG,18838,34900,12/10/2024
INV007173,ST093,Premium,15564,34894,4/14/2025
INV020859,ST022,CNG,14032,34889,1/2/2025
INV013877,ST087,Diesel,5491,34887,9/29/2025
INV048536,ST097,Petrol,13576,34887,6/1/2025
INV002652,ST013,Diesel,15180,34886,5/20/2025
INV023154,ST096,Diesel,17801,34882,12/20/2024
INV002356,ST097,CNG,3502,34880,3/29/2025
INV007872,ST017,Petrol,10701,34880,4/8/2025
INV002781,ST077,CNG,1630,34879,7/5/2025
INV015899,ST055,CNG,5145,34879,2/12/2025
INV036599,ST010,Premium,1653,34879,12/1/2024
INV038886,ST037,Premium,15185,34879,5/29/2025
INV042846,ST001,Premium,7357,34877,12/30/2024
INV008051,ST019,Diesel,13257,34875,6/25/2025
INV009223,ST009,Premium,13003,34874,11/1/2024
INV042331,ST032,CNG,9894,34864,6/16/2025
INV036996,ST082,Diesel,6212,34859,4/7/2025
INV008402,ST003,Premium,13607,34853,9/10/2025
INV024796,ST070,Diesel,9236,34849,4/10/2025
INV034519,ST051,Premium,2644,34849,9/2/2025
INV021446,ST066,CNG,1550,34848,1/19/2025
INV001076,ST026,CNG,6950,34846,4/1/2025
INV027565,ST049,Diesel,15573,34845,12/3/2024
INV041439,ST019,Diesel,17018,34845,6/28/2025
INV030549,ST065,Petrol,11864,34844,7/13/2025
INV031182,ST005,Diesel,15301,34844,12/27/2024
INV030779,ST079,Diesel,15070,34843,5/14/2025
INV040890,ST084,Premium,7827,34843,2/3/2025
INV011118,ST062,Petrol,8417,34841,10/10/2025
INV042579,ST081,Premium,7385,34840,8/1/2025
INV006282,ST077,Petrol,13690,34838,8/13/2025
INV011837,ST066,Premium,6281,34837,6/8/2025
INV046280,ST035,CNG,1104,34837,8/21/2025
INV021321,ST060,Petrol,9660,34836,8/1/2025
INV028954,ST007,Petrol,15829,34836,2/20/2025
INV011655,ST061,Diesel,19465,34833,6/16/2025
INV030469,ST041,Petrol,16646,34833,7/10/2025
INV042004,ST041,CNG,17167,34833,3/14/2025
INV041352,ST004,Diesel,19884,34831,8/4/2025
INV005238,ST091,Premium,7010,34829,6/8/2025
INV038088,ST032,Petrol,1906,34825,1/3/2025
INV028870,ST075,Diesel,5213,34816,12/7/2024
INV048428,ST033,Petrol,6455,34816,12/24/2024
INV005629,ST054,Premium,16745,34812,5/17/2025
INV025360,ST053,CNG,3345,34810,6/23/2025
INV006154,ST095,Premium,9296,34809,12/1/2024
INV028789,ST064,Premium,825,34808,7/27/2025
INV034558,ST079,Premium,15404,34808,9/28/2025
INV005800,ST065,Diesel,14624,34805,5/10/2025
INV026564,ST085,Diesel,2422,34805,5/31/2025
INV041010,ST053,Petrol,1935,34805,3/24/2025
INV043003,ST079,CNG,4171,34804,4/21/2025
INV038773,ST013,Premium,17274,34800,12/12/2024
INV046747,ST011,Diesel,13707,34797,7/25/2025
INV021720,ST081,Premium,16269,34795,6/14/2025
INV033355,ST020,Premium,19032,34795,4/5/2025
INV046341,ST020,CNG,14864,34795,9/30/2025
INV015822,ST055,Petrol,5316,34791,11/30/2024
INV016987,ST002,Premium,13644,34783,11/25/2024
INV018936,ST003,Premium,4497,34783,3/8/2025
INV037898,ST002,Diesel,4358,34779,3/6/2025
INV000019,ST073,Diesel,16301,34775,10/29/2024
INV024171,ST024,Premium,4064,34775,9/6/2025
INV006620,ST047,CNG,12803,34771,7/25/2025
INV036941,ST046,Diesel,19944,34771,11/22/2024
INV002428,ST011,Petrol,9170,34770,10/1/2025
INV024039,ST076,Petrol,12326,34768,7/7/2025
INV031290,ST080,Diesel,19374,34764,9/15/2025
INV030203,ST078,CNG,10330,34763,10/16/2025
INV000249,ST022,Diesel,10928,34762,6/12/2025
INV005223,ST079,Diesel,9374,34762,6/29/2025
INV018252,ST001,Premium,3335,34762,3/29/2025
INV031500,ST010,Premium,17277,34762,6/7/2025
INV031164,ST071,CNG,14299,34759,9/9/2025
INV002658,ST080,CNG,18140,34758,7/23/2025
INV032537,ST006,Diesel,1528,34757,9/23/2025
INV036279,ST029,CNG,3182,34754,7/29/2025
INV042362,ST070,CNG,4180,34754,9/27/2025
INV002647,ST048,Diesel,19890,34753,12/12/2024
INV016115,ST059,Diesel,3325,34751,5/17/2025
INV047466,ST065,Diesel,17534,34751,3/24/2025
INV031113,ST068,Petrol,2403,34744,11/12/2024
INV033492,ST007,CNG,6749,34743,2/1/2025
INV033852,ST027,Premium,10276,34740,6/2/2025
INV008860,ST055,Petrol,6552,34739,5/5/2025
INV006632,ST003,Petrol,5859,34735,6/24/2025
INV033375,ST051,CNG,13861,34733,4/28/2025
INV002022,ST070,Diesel,13298,34732,1/5/2025
INV000162,ST062,Petrol,5934,34730,9/7/2025
INV019341,ST028,CNG,9607,34726,8/19/2025
INV036174,ST051,CNG,15793,34725,4/10/2025
INV045475,ST033,Premium,9907,34725,2/10/2025
INV047226,ST054,Petrol,14692,34724,7/20/2025
INV003230,ST041,Petrol,9100,34722,9/15/2025
INV024924,ST034,Diesel,2506,34721,12/5/2024
INV035615,ST094,CNG,13910,34721,2/17/2025
INV002199,ST089,Diesel,4418,34720,10/22/2025
INV046980,ST033,Premium,4602,34718,5/20/2025
INV003158,ST097,Petrol,4018,34703,9/28/2025
INV037565,ST057,Petrol,11222,34702,1/31/2025
INV040948,ST014,CNG,6190,34698,3/26/2025
INV011236,ST068,Diesel,2555,34695,6/4/2025
INV003435,ST014,Petrol,4995,34694,5/17/2025
INV014084,ST062,Premium,19906,34694,1/30/2025
INV021274,ST047,CNG,7308,34694,11/20/2024
INV007521,ST059,CNG,698,34691,10/25/2025
INV033337,ST052,Diesel,17453,34687,10/10/2025
INV002825,ST029,Diesel,1958,34686,4/2/2025
INV028481,ST029,Petrol,19618,34682,10/5/2025
INV039994,ST047,Premium,17096,34681,7/3/2025
INV041708,ST026,Petrol,12477,34680,8/4/2025
INV043231,ST025,Diesel,12872,34680,4/23/2025
INV043417,ST015,Diesel,18101,34680,1/31/2025
INV010410,ST060,Diesel,5520,34679,11/29/2024
INV032106,ST090,Premium,14318,34678,11/27/2024
INV037928,ST075,Premium,16227,34676,3/25/2025
INV023574,ST082,Diesel,2937,34675,11/8/2024
INV027741,ST094,Premium,15556,34675,9/9/2025
INV018015,ST014,Petrol,6748,34673,9/30/2025
INV026756,ST014,Petrol,6812,34670,3/12/2025
INV045749,ST064,Premium,5434,34670,8/1/2025
INV029648,ST092,Premium,16482,34667,7/8/2025
INV030176,ST008,Premium,2224,34665,8/11/2025
INV016909,ST015,CNG,9020,34664,6/17/2025
INV007518,ST017,Premium,2125,34662,10/13/2025
INV010123,ST086,Diesel,9189,34659,12/15/2024
INV029484,ST060,Premium,14167,34657,11/21/2024
INV045608,ST067,Petrol,4284,34654,1/31/2025
INV027411,ST040,Premium,19643,34650,6/3/2025
INV036890,ST090,CNG,8061,34646,2/3/2025
INV003709,ST042,Diesel,13267,34645,4/12/2025
INV038221,ST003,CNG,12910,34643,7/13/2025
INV013464,ST087,Diesel,9526,34641,7/15/2025
INV031134,ST090,Premium,11691,34641,9/4/2025
INV032887,ST047,Petrol,15820,34641,1/16/2025
INV048908,ST061,Diesel,15748,34641,10/9/2025
INV026028,ST042,CNG,12409,34640,5/2/2025
INV039157,ST098,Petrol,9131,34640,12/4/2024
INV040291,ST099,Petrol,5223,34640,11/20/2024
INV036339,ST031,Premium,8826,34639,1/9/2025
